StudentID,Věk,Studijní Obor,Ročník,Předmět,Známka
8629,30,Business Management,2,Finance,3
2016,29,Business Management,3,Finance,1
8869,28,Business Management,1,Projektový management,5
7439,22,Business Management,1,Anglický jazyk,2
8892,20,Softwarový vývoj,3,Operační systémy,3
7863,19,Softwarový vývoj,2,Systémová architektura,3
8916,23,Business Management,1,Matematika,3
9529,23,Business Management,3,Management,4
1878,18,Business Management,3,Obchodní právo,2
5887,24,Business Management,3,Veřejné finance,3
5859,29,Business Management,2,Marketing,3
7331,22,Softwarový vývoj,3,Programování,2
9571,24,Business Management,3,Lidské zdroje,5
9684,29,Business Management,2,Anglický jazyk,5
8208,21,Business Management,3,Matematika,5
6276,22,Business Management,1,Finance,3
3062,24,Business Management,3,Mezinárodní obchod,3
1064,23,Softwarový vývoj,3,Matematika,1
9006,18,Softwarový vývoj,1,Operační systémy,2
3568,18,Softwarový vývoj,3,Web Development,5
6463,19,Business Management,3,Podniková etika,3
3027,30,Softwarový vývoj,1,Systémová architektura,3
3695,30,Business Management,3,Management,3
6258,28,Softwarový vývoj,1,Algoritmy,5
6618,28,Softwarový vývoj,3,Software Engineering,5
7736,20,Business Management,1,Účetnictví,4
1391,18,Softwarový vývoj,1,Programování,3
6892,27,Business Management,3,Marketing,3
4561,19,Business Management,2,Účetnictví,3
7184,29,Softwarový vývoj,1,Web Development,5
4099,19,Business Management,1,Projektový management,5
7278,24,Softwarový vývoj,1,Web Development,2
9392,28,Business Management,3,Inovace v podnikání,5
4104,30,Business Management,3,Inovace v podnikání,4
8215,29,Business Management,3,Účetnictví,3
3454,23,Softwarový vývoj,1,Data Science,2
9996,26,Softwarový vývoj,2,Programování,2
3731,27,Softwarový vývoj,3,Programování,2
9154,22,Softwarový vývoj,2,Systémová architektura,3
6056,20,Business Management,3,Veřejné finance,2
9110,18,Softwarový vývoj,1,Data Science,4
4840,18,Softwarový vývoj,3,Operační systémy,3
2028,19,Business Management,1,Matematika,3
8385,30,Business Management,2,Podniková etika,3
1502,28,Softwarový vývoj,3,UI/UX Design,4
7910,28,Business Management,3,Anglický jazyk,2
7938,20,Softwarový vývoj,3,Operační systémy,4
5488,28,Softwarový vývoj,3,Web Development,5
1206,27,Softwarový vývoj,1,Umělá inteligence,4
6134,27,Softwarový vývoj,2,Anglický jazyk,5
6977,22,Softwarový vývoj,3,Algoritmy,2
8721,24,Softwarový vývoj,2,Matematika,3
8035,21,Softwarový vývoj,2,Algoritmy,5
2484,27,Business Management,2,Projektový management,2
8858,28,Business Management,2,Mezinárodní obchod,4
1863,23,Business Management,3,Inovace v podnikání,3
3790,23,Softwarový vývoj,3,Bezpečnost softwaru,3
8408,30,Business Management,3,Management,4
9755,28,Softwarový vývoj,3,Algoritmy,4
6116,19,Business Management,2,Management,3
7019,23,Softwarový vývoj,2,Systémová architektura,4
2757,22,Softwarový vývoj,1,Umělá inteligence,3
8574,28,Softwarový vývoj,1,Algoritmy,5
7374,23,Business Management,2,Projektový management,4
7892,21,Softwarový vývoj,1,Systémová architektura,3
2678,18,Business Management,2,Lidské zdroje,3
4242,26,Business Management,1,Lidské zdroje,3
5636,20,Softwarový vývoj,1,Operační systémy,5
2059,18,Softwarový vývoj,1,Algoritmy,5
7668,21,Business Management,1,Marketing,2
4157,24,Business Management,2,Veřejné finance,2
6915,21,Softwarový vývoj,1,Databáze,4
3693,28,Softwarový vývoj,2,Operační systémy,5
4627,21,Business Management,1,Finance,5
6450,26,Softwarový vývoj,1,Bezpečnost softwaru,3
2663,28,Softwarový vývoj,1,Cloud Computing,3
6592,23,Business Management,2,Projektový management,4
8392,26,Business Management,3,Podniková etika,3
2306,29,Softwarový vývoj,2,Software Engineering,4
7776,29,Softwarový vývoj,3,Systémová architektura,3
6864,30,Softwarový vývoj,3,Matematika,3
8526,19,Business Management,2,Veřejné finance,2
9901,24,Softwarový vývoj,1,Programování,4
6575,24,Business Management,1,Anglický jazyk,3
6530,25,Business Management,2,Účetnictví,3
5413,27,Business Management,3,Strategické řízení,1
4748,28,Softwarový vývoj,2,Algoritmy,5
1663,26,Softwarový vývoj,1,Cloud Computing,2
2998,25,Business Management,3,Strategické řízení,4
8994,19,Business Management,3,Podniková etika,3
2495,20,Business Management,3,Projektový management,4
4304,29,Business Management,2,Mezinárodní obchod,5
4763,19,Business Management,2,Mezinárodní obchod,5
6232,18,Business Management,3,Lidské zdroje,3
2853,30,Business Management,1,Účetnictví,1
7585,24,Business Management,3,Obchodní právo,2
2291,25,Softwarový vývoj,1,UI/UX Design,3
4581,22,Softwarový vývoj,2,Cloud Computing,2
8554,27,Business Management,2,Inovace v podnikání,5
8280,30,Softwarový vývoj,1,Web Development,3
2636,28,Business Management,1,Anglický jazyk,3
4696,26,Softwarový vývoj,2,UI/UX Design,2
1698,21,Business Management,2,Matematika,3
5737,18,Softwarový vývoj,2,Software Engineering,3
1854,21,Business Management,2,Lidské zdroje,5
9164,22,Business Management,1,Veřejné finance,4
6855,28,Softwarový vývoj,3,Programování,3
8392,29,Softwarový vývoj,2,Algoritmy,3
7528,25,Softwarový vývoj,1,Systémová architektura,1
6249,22,Softwarový vývoj,2,Data Science,3
6172,29,Business Management,3,Mezinárodní obchod,2
2707,27,Softwarový vývoj,1,Bezpečnost softwaru,4
6791,26,Business Management,2,Finance,5
6535,23,Business Management,3,Strategické řízení,3
5931,25,Business Management,1,Strategické řízení,3
4510,20,Softwarový vývoj,1,Programování,3
1202,30,Softwarový vývoj,3,Databáze,2
5218,20,Business Management,3,Inovace v podnikání,2
9958,26,Business Management,2,Finance,4
5389,23,Softwarový vývoj,2,Web Development,2
3327,21,Softwarový vývoj,3,Databáze,1
9004,25,Business Management,3,Účetnictví,2
3931,21,Softwarový vývoj,2,UI/UX Design,3
8777,28,Business Management,3,Projektový management,4
1197,21,Softwarový vývoj,1,Systémová architektura,5
8125,29,Business Management,3,Anglický jazyk,2
2930,24,Softwarový vývoj,3,Operační systémy,4
7287,24,Softwarový vývoj,3,UI/UX Design,2
9800,29,Softwarový vývoj,2,Programování,5
5282,25,Business Management,1,Management,2
3511,27,Business Management,1,Matematika,4
1659,24,Softwarový vývoj,3,Web Development,1
3811,30,Business Management,2,Anglický jazyk,5
8098,25,Softwarový vývoj,2,UI/UX Design,4
7546,30,Softwarový vývoj,3,Operační systémy,2
2986,25,Business Management,3,Strategické řízení,1
9338,24,Softwarový vývoj,2,Umělá inteligence,3
3911,18,Softwarový vývoj,2,Operační systémy,1
2734,21,Business Management,1,Matematika,1
2843,20,Softwarový vývoj,3,Programování,5
9680,29,Business Management,2,Obchodní právo,3
3976,26,Business Management,2,Inovace v podnikání,1
2959,29,Business Management,1,Marketing,5
6759,27,Softwarový vývoj,1,Systémová architektura,4
7694,25,Softwarový vývoj,3,Systémová architektura,5
3385,26,Softwarový vývoj,1,Data Science,4
5736,22,Softwarový vývoj,3,Anglický jazyk,5
2802,22,Softwarový vývoj,1,Programování,2
9155,27,Softwarový vývoj,3,Data Science,3
9120,22,Softwarový vývoj,3,Umělá inteligence,3
7616,19,Softwarový vývoj,3,Umělá inteligence,3
6534,30,Business Management,2,Marketing,2
5061,24,Business Management,3,Lidské zdroje,4
1262,25,Softwarový vývoj,2,Umělá inteligence,5
7287,22,Business Management,1,Matematika,5
9815,25,Business Management,2,Lidské zdroje,2
3049,23,Softwarový vývoj,2,Databáze,3
6423,21,Business Management,2,Lidské zdroje,3
5548,24,Business Management,1,Marketing,4
4108,25,Business Management,3,Strategické řízení,4
8158,26,Business Management,3,Obchodní právo,4
8400,22,Business Management,1,Marketing,5
4170,26,Business Management,3,Podniková etika,1
3255,25,Business Management,3,Management,5
2154,18,Business Management,3,Projektový management,2
5499,25,Business Management,3,Inovace v podnikání,3
7295,25,Business Management,1,Finance,2
7197,30,Business Management,3,Mezinárodní obchod,3
2648,24,Business Management,3,Mezinárodní obchod,2
6539,18,Softwarový vývoj,2,Software Engineering,4
5199,23,Business Management,2,Lidské zdroje,3
9445,19,Softwarový vývoj,3,Web Development,4
3557,23,Softwarový vývoj,2,Algoritmy,5
6592,28,Business Management,3,Mezinárodní obchod,3
1098,19,Business Management,3,Projektový management,4
3200,30,Business Management,2,Projektový management,5
3961,19,Softwarový vývoj,3,Web Development,5
5973,24,Softwarový vývoj,2,Cloud Computing,3
5433,28,Softwarový vývoj,1,Matematika,5
3869,27,Business Management,2,Lidské zdroje,3
1956,18,Softwarový vývoj,1,Anglický jazyk,2
9352,22,Business Management,2,Mezinárodní obchod,3
6699,18,Business Management,1,Obchodní právo,3
7944,26,Softwarový vývoj,3,Programování,4
5493,22,Business Management,3,Finance,5
5911,22,Business Management,2,Management,1
4987,21,Softwarový vývoj,3,Operační systémy,3
7015,20,Business Management,2,Obchodní právo,2
2218,25,Business Management,3,Mezinárodní obchod,2
5496,24,Business Management,3,Podniková etika,2
5735,26,Softwarový vývoj,3,Databáze,3
5555,23,Business Management,3,Veřejné finance,4
9050,18,Business Management,2,Účetnictví,4
4446,22,Softwarový vývoj,3,Umělá inteligence,3
2045,22,Business Management,2,Marketing,1
7893,24,Business Management,1,Projektový management,4
2693,27,Softwarový vývoj,3,Cloud Computing,3
4436,18,Business Management,3,Anglický jazyk,4
9754,18,Business Management,1,Finance,2
6895,30,Business Management,2,Management,2
4354,23,Softwarový vývoj,2,Data Science,2
1225,23,Softwarový vývoj,2,Operační systémy,2
5893,26,Softwarový vývoj,2,Bezpečnost softwaru,3
8022,20,Softwarový vývoj,3,Web Development,3
6600,29,Business Management,1,Inovace v podnikání,2
8996,22,Softwarový vývoj,1,Software Engineering,5
8683,22,Softwarový vývoj,1,Anglický jazyk,3
5642,18,Business Management,1,Management,3
8679,23,Business Management,1,Obchodní právo,5
9208,21,Business Management,3,Inovace v podnikání,5
8339,29,Business Management,3,Účetnictví,2
3205,23,Business Management,2,Účetnictví,5
2069,30,Business Management,3,Projektový management,2
4444,30,Business Management,2,Anglický jazyk,1
2060,25,Softwarový vývoj,3,Databáze,1
3327,25,Softwarový vývoj,3,Databáze,3
4420,30,Business Management,1,Matematika,3
1301,20,Business Management,2,Marketing,4
1606,26,Business Management,2,Matematika,3
4170,28,Softwarový vývoj,2,Programování,4
1699,30,Softwarový vývoj,2,Programování,4
6088,21,Business Management,2,Lidské zdroje,5
1190,18,Business Management,3,Mezinárodní obchod,3
1980,26,Business Management,1,Finance,3
3975,30,Business Management,3,Veřejné finance,2
7102,22,Business Management,3,Management,4
2184,30,Business Management,3,Anglický jazyk,3
4327,25,Softwarový vývoj,1,Operační systémy,4
4394,30,Business Management,2,Anglický jazyk,4
9319,24,Softwarový vývoj,1,Software Engineering,4
2816,22,Business Management,2,Projektový management,5
6854,25,Softwarový vývoj,2,Data Science,2
7709,30,Softwarový vývoj,1,Databáze,5
1569,18,Business Management,1,Veřejné finance,2
6442,28,Business Management,2,Marketing,3
2895,21,Softwarový vývoj,3,Web Development,2
3733,22,Softwarový vývoj,2,Algoritmy,2
4863,21,Softwarový vývoj,1,Umělá inteligence,4
8455,23,Business Management,1,Matematika,2
5014,26,Business Management,3,Projektový management,5
2686,29,Softwarový vývoj,3,Umělá inteligence,5
4009,18,Softwarový vývoj,2,Programování,1
8806,27,Softwarový vývoj,2,Matematika,4
1154,28,Business Management,2,Inovace v podnikání,3
2409,19,Business Management,2,Anglický jazyk,5
1784,18,Softwarový vývoj,2,Umělá inteligence,1
9096,24,Business Management,2,Podniková etika,4
8560,19,Business Management,3,Mezinárodní obchod,4
8343,26,Business Management,2,Projektový management,5
8206,25,Business Management,3,Podniková etika,5
6596,27,Softwarový vývoj,1,Databáze,1
6801,18,Softwarový vývoj,3,Cloud Computing,4
3806,20,Business Management,2,Účetnictví,2
1537,23,Business Management,3,Management,3
6986,28,Softwarový vývoj,2,Data Science,3
2841,20,Business Management,3,Matematika,2
9716,26,Business Management,3,Inovace v podnikání,3
7971,29,Business Management,2,Strategické řízení,2
6625,27,Softwarový vývoj,3,Programování,2
3950,27,Business Management,2,Inovace v podnikání,4
8992,19,Softwarový vývoj,2,UI/UX Design,3
5780,23,Business Management,1,Lidské zdroje,5
3368,19,Business Management,2,Anglický jazyk,3
7655,20,Softwarový vývoj,1,UI/UX Design,3
9173,29,Softwarový vývoj,1,Systémová architektura,5
5495,27,Business Management,3,Marketing,5
7002,29,Business Management,1,Projektový management,1
7614,26,Softwarový vývoj,1,Anglický jazyk,4
6919,26,Business Management,2,Projektový management,4
1853,19,Business Management,1,Anglický jazyk,5
5146,30,Business Management,3,Mezinárodní obchod,4
4769,25,Softwarový vývoj,3,Software Engineering,3
1574,20,Business Management,3,Mezinárodní obchod,1
2148,19,Softwarový vývoj,3,Cloud Computing,1
7293,28,Business Management,3,Management,3
7457,27,Softwarový vývoj,1,UI/UX Design,5
8509,25,Softwarový vývoj,1,Programování,5
5777,20,Softwarový vývoj,2,Operační systémy,3
4854,30,Softwarový vývoj,3,Algoritmy,5
3491,25,Business Management,3,Matematika,2
4124,30,Softwarový vývoj,1,Algoritmy,3
6691,23,Business Management,1,Veřejné finance,3
4051,18,Business Management,2,Matematika,4
1004,19,Softwarový vývoj,3,Programování,5
6222,30,Business Management,3,Lidské zdroje,3
6315,30,Business Management,1,Lidské zdroje,3
5869,19,Softwarový vývoj,2,Anglický jazyk,1
1876,24,Business Management,2,Matematika,2
8027,23,Business Management,3,Anglický jazyk,5
5142,19,Business Management,2,Projektový management,1
7966,18,Business Management,1,Mezinárodní obchod,4
8079,22,Softwarový vývoj,2,Systémová architektura,3
8987,28,Softwarový vývoj,3,Software Engineering,2
7799,19,Softwarový vývoj,1,Operační systémy,3
5465,27,Softwarový vývoj,2,Matematika,3
1635,27,Business Management,3,Management,5
2693,23,Business Management,3,Management,4
5752,19,Softwarový vývoj,1,Software Engineering,3
9311,30,Softwarový vývoj,2,Anglický jazyk,5
1830,28,Softwarový vývoj,1,Bezpečnost softwaru,5
6177,26,Softwarový vývoj,2,Databáze,3
9932,29,Softwarový vývoj,1,Anglický jazyk,5
9308,30,Business Management,1,Marketing,4
6949,22,Softwarový vývoj,1,Data Science,4
3838,24,Softwarový vývoj,2,Anglický jazyk,3
2150,21,Business Management,3,Lidské zdroje,4
8560,29,Business Management,2,Lidské zdroje,3
2931,19,Softwarový vývoj,2,Cloud Computing,2
2664,20,Softwarový vývoj,1,Systémová architektura,3
2081,30,Business Management,2,Veřejné finance,3
1512,22,Softwarový vývoj,3,Databáze,4
8805,18,Softwarový vývoj,2,Matematika,3
6237,29,Softwarový vývoj,1,Cloud Computing,3
1559,21,Business Management,1,Účetnictví,4
4672,30,Softwarový vývoj,1,Matematika,3
8404,21,Business Management,1,Účetnictví,3
4343,19,Softwarový vývoj,2,Programování,1
5070,26,Business Management,2,Strategické řízení,4
1580,30,Softwarový vývoj,2,Matematika,5
8004,23,Softwarový vývoj,2,Data Science,1
9130,26,Business Management,2,Lidské zdroje,4
4147,23,Business Management,3,Inovace v podnikání,3
5249,19,Business Management,1,Účetnictví,5
2679,18,Business Management,2,Projektový management,2
4506,21,Business Management,2,Inovace v podnikání,3
8253,30,Business Management,3,Marketing,1
3744,18,Softwarový vývoj,3,Cloud Computing,2
6188,25,Softwarový vývoj,1,Programování,3
3141,28,Softwarový vývoj,3,Programování,5
7617,30,Softwarový vývoj,1,Umělá inteligence,2
3479,18,Softwarový vývoj,3,Programování,4
7484,22,Business Management,3,Marketing,4
8421,26,Softwarový vývoj,3,Programování,2
5452,18,Softwarový vývoj,2,Systémová architektura,5
6881,21,Business Management,3,Matematika,2
7665,25,Softwarový vývoj,2,Umělá inteligence,1
3849,25,Softwarový vývoj,1,Web Development,5
8390,18,Softwarový vývoj,3,Anglický jazyk,3
7905,25,Business Management,2,Management,2
3489,28,Softwarový vývoj,1,Umělá inteligence,2
5611,29,Softwarový vývoj,1,Operační systémy,1
3839,20,Business Management,2,Mezinárodní obchod,4
9527,28,Business Management,1,Anglický jazyk,4
6878,24,Softwarový vývoj,2,Software Engineering,3
7303,27,Business Management,3,Účetnictví,2
1851,28,Business Management,1,Finance,3
2687,18,Softwarový vývoj,2,Data Science,5
7833,22,Business Management,2,Strategické řízení,2
3427,21,Business Management,1,Strategické řízení,1
5000,21,Softwarový vývoj,2,Software Engineering,3
6052,29,Business Management,3,Inovace v podnikání,5
3738,22,Softwarový vývoj,3,Cloud Computing,3
6732,20,Business Management,2,Veřejné finance,4
6387,24,Business Management,2,Finance,1
9002,19,Business Management,1,Lidské zdroje,3
6536,18,Softwarový vývoj,3,Anglický jazyk,3
4913,23,Softwarový vývoj,3,Matematika,3
2066,29,Business Management,2,Management,3
8723,18,Business Management,2,Inovace v podnikání,3
5380,28,Business Management,2,Anglický jazyk,4
5107,24,Softwarový vývoj,2,Software Engineering,5
6726,25,Softwarový vývoj,1,Programování,1
4373,19,Business Management,2,Mezinárodní obchod,3
9945,21,Business Management,2,Veřejné finance,4
3082,24,Softwarový vývoj,3,Software Engineering,4
9967,28,Business Management,2,Strategické řízení,4
7748,23,Softwarový vývoj,3,Web Development,3
1417,19,Softwarový vývoj,2,Software Engineering,2
9306,21,Softwarový vývoj,1,UI/UX Design,3
9808,20,Softwarový vývoj,3,Data Science,3
4974,26,Business Management,2,Marketing,4
4267,23,Softwarový vývoj,2,Bezpečnost softwaru,4
1825,30,Softwarový vývoj,2,Operační systémy,3
8668,29,Softwarový vývoj,2,Anglický jazyk,5
6745,19,Softwarový vývoj,3,Systémová architektura,2
1412,19,Business Management,2,Obchodní právo,5
8543,30,Business Management,2,Finance,2
8587,30,Softwarový vývoj,2,Anglický jazyk,4
1728,20,Softwarový vývoj,3,Software Engineering,3
8164,22,Softwarový vývoj,1,Databáze,3
9867,29,Softwarový vývoj,1,Web Development,5
6988,23,Business Management,2,Obchodní právo,3
3504,22,Business Management,2,Podniková etika,2
3967,29,Business Management,1,Marketing,4
3786,18,Softwarový vývoj,1,Operační systémy,5
2122,30,Softwarový vývoj,1,Databáze,5
5079,18,Business Management,1,Management,3
2571,24,Business Management,3,Podniková etika,5
6073,27,Business Management,2,Projektový management,4
6104,24,Softwarový vývoj,1,Software Engineering,5
3143,30,Business Management,3,Podniková etika,4
7806,27,Softwarový vývoj,3,UI/UX Design,5
8357,23,Softwarový vývoj,3,Systémová architektura,3
4440,26,Softwarový vývoj,1,Web Development,3
4766,19,Softwarový vývoj,3,Bezpečnost softwaru,2
6644,18,Business Management,2,Finance,4
3914,28,Softwarový vývoj,2,Web Development,2
5968,23,Business Management,3,Inovace v podnikání,2
6917,23,Softwarový vývoj,1,Data Science,4
9787,26,Business Management,1,Management,5
1728,28,Business Management,1,Obchodní právo,5
2365,27,Business Management,2,Matematika,3
5492,18,Business Management,3,Matematika,5
1698,28,Business Management,2,Mezinárodní obchod,4
8186,18,Business Management,2,Strategické řízení,2
1395,29,Business Management,3,Matematika,3
8400,29,Business Management,1,Management,5
9082,27,Softwarový vývoj,1,Algoritmy,5
5171,29,Business Management,2,Finance,5
5360,23,Business Management,1,Inovace v podnikání,1
3502,22,Business Management,1,Matematika,4
1717,28,Business Management,2,Mezinárodní obchod,3
3782,23,Business Management,3,Anglický jazyk,3
5946,23,Softwarový vývoj,1,Umělá inteligence,1
6486,30,Softwarový vývoj,2,Matematika,3
9335,21,Business Management,3,Účetnictví,3
5980,27,Business Management,1,Podniková etika,3
8266,25,Business Management,1,Mezinárodní obchod,4
5491,22,Softwarový vývoj,3,Umělá inteligence,2
8192,23,Business Management,1,Inovace v podnikání,3
6588,19,Softwarový vývoj,3,Software Engineering,3
8651,18,Softwarový vývoj,3,Anglický jazyk,3
4636,25,Softwarový vývoj,3,Umělá inteligence,2
2167,23,Softwarový vývoj,2,Systémová architektura,1
2062,30,Softwarový vývoj,2,Programování,5
3156,26,Business Management,2,Účetnictví,2
8860,22,Softwarový vývoj,3,Programování,4
6161,25,Business Management,1,Účetnictví,4
6305,24,Softwarový vývoj,3,Anglický jazyk,4
7541,28,Softwarový vývoj,2,Umělá inteligence,1
5729,27,Business Management,3,Inovace v podnikání,2
8330,18,Business Management,3,Finance,2
6334,24,Softwarový vývoj,3,Matematika,1
9924,21,Business Management,3,Obchodní právo,4
5330,30,Softwarový vývoj,3,Operační systémy,2
9010,23,Softwarový vývoj,3,Systémová architektura,2
7801,26,Softwarový vývoj,3,Systémová architektura,3
5846,30,Softwarový vývoj,3,Anglický jazyk,2
7731,30,Business Management,1,Veřejné finance,4
8241,30,Softwarový vývoj,2,Software Engineering,4
1953,26,Softwarový vývoj,1,Databáze,4
3539,26,Business Management,3,Lidské zdroje,3
8056,22,Softwarový vývoj,2,Web Development,5
2542,21,Softwarový vývoj,2,Software Engineering,5
6293,23,Softwarový vývoj,1,Matematika,5
2191,27,Business Management,2,Podniková etika,5
7313,22,Softwarový vývoj,3,Matematika,5
7938,29,Softwarový vývoj,2,Cloud Computing,3
3681,27,Business Management,1,Marketing,1
2540,22,Softwarový vývoj,1,Matematika,4
7172,25,Business Management,1,Strategické řízení,3
6541,27,Softwarový vývoj,1,Programování,1
2365,22,Softwarový vývoj,3,UI/UX Design,4
9691,18,Softwarový vývoj,1,Programování,3
9702,22,Softwarový vývoj,3,Databáze,3
8494,30,Business Management,2,Anglický jazyk,5
5312,22,Softwarový vývoj,1,Matematika,2
2324,22,Softwarový vývoj,2,Data Science,2
4141,29,Softwarový vývoj,3,Systémová architektura,2
8419,20,Business Management,1,Marketing,2
4486,29,Softwarový vývoj,1,Matematika,3
2810,29,Business Management,1,Veřejné finance,5
7588,26,Softwarový vývoj,3,Systémová architektura,5
3923,22,Softwarový vývoj,1,UI/UX Design,1
6301,29,Softwarový vývoj,1,Cloud Computing,2
5186,19,Softwarový vývoj,1,Programování,3
9905,22,Business Management,2,Marketing,5
6977,26,Business Management,3,Management,5
5268,25,Softwarový vývoj,1,UI/UX Design,3
5748,23,Softwarový vývoj,3,Programování,3
5849,26,Business Management,3,Strategické řízení,1
4709,24,Business Management,1,Anglický jazyk,4
7619,19,Softwarový vývoj,1,Programování,4
9647,18,Business Management,1,Projektový management,2
4072,30,Softwarový vývoj,2,Algoritmy,5
7530,20,Business Management,3,Inovace v podnikání,3
1504,28,Business Management,3,Projektový management,3
2214,21,Softwarový vývoj,1,Anglický jazyk,3
2531,26,Business Management,2,Účetnictví,3
8576,22,Business Management,2,Mezinárodní obchod,3
1823,19,Business Management,1,Finance,4
1928,27,Business Management,2,Marketing,3
6029,22,Business Management,2,Mezinárodní obchod,2
1133,30,Softwarový vývoj,1,Anglický jazyk,2
3105,19,Softwarový vývoj,2,Algoritmy,2
4627,26,Softwarový vývoj,3,Bezpečnost softwaru,3
7316,23,Softwarový vývoj,3,UI/UX Design,5
2852,29,Business Management,3,Inovace v podnikání,4
5910,29,Business Management,2,Mezinárodní obchod,3
5175,29,Softwarový vývoj,1,Umělá inteligence,2
6348,22,Softwarový vývoj,1,Systémová architektura,4
7190,19,Softwarový vývoj,3,Data Science,3
2256,24,Business Management,2,Mezinárodní obchod,4
4376,24,Softwarový vývoj,2,Anglický jazyk,5
6645,19,Softwarový vývoj,3,Bezpečnost softwaru,3
4486,27,Softwarový vývoj,1,Matematika,5
4584,23,Business Management,2,Projektový management,3
9053,27,Business Management,3,Lidské zdroje,3
4330,27,Softwarový vývoj,1,Web Development,4
3703,20,Softwarový vývoj,2,Matematika,3
9662,25,Business Management,3,Lidské zdroje,4
9120,22,Softwarový vývoj,2,Web Development,3
8114,25,Softwarový vývoj,2,UI/UX Design,5
2353,24,Business Management,1,Anglický jazyk,4
6063,30,Softwarový vývoj,1,Bezpečnost softwaru,5
9549,28,Business Management,2,Management,3
8575,25,Business Management,1,Projektový management,5
1667,29,Business Management,3,Podniková etika,3
5468,18,Business Management,1,Anglický jazyk,4
7819,23,Softwarový vývoj,3,Databáze,4
4719,30,Business Management,3,Projektový management,1
3745,30,Softwarový vývoj,2,Databáze,3
8483,28,Business Management,1,Projektový management,5
1539,30,Softwarový vývoj,1,Programování,2
5964,30,Softwarový vývoj,3,Databáze,3
5835,29,Business Management,1,Anglický jazyk,5
4775,20,Softwarový vývoj,3,Data Science,3
7042,22,Business Management,2,Inovace v podnikání,5
8102,19,Softwarový vývoj,1,Anglický jazyk,3
8312,28,Business Management,2,Finance,5
6320,21,Business Management,2,Podniková etika,3
7132,23,Business Management,3,Strategické řízení,5
8891,18,Softwarový vývoj,1,Algoritmy,2
3779,30,Business Management,1,Management,2
1924,19,Softwarový vývoj,1,UI/UX Design,3
2581,19,Business Management,3,Projektový management,2
8714,26,Softwarový vývoj,2,Data Science,4
4324,28,Softwarový vývoj,3,Systémová architektura,5
6713,29,Softwarový vývoj,2,Operační systémy,4
8026,22,Business Management,3,Projektový management,4
1255,22,Business Management,1,Matematika,2
5804,23,Softwarový vývoj,3,Web Development,4
