StudentID,Věk,Studijní Obor,Ročník,Předmět,Známka
4457,22,Softwarový vývoj,3,Umělá inteligence,2
5960,23,Business Management,1,Matematika,4
7880,19,Business Management,3,Strategické řízení,2
6395,25,Softwarový vývoj,3,Software Engineering,4
1114,23,Softwarový vývoj,1,Algoritmy,5
7479,29,Softwarový vývoj,3,Data Science,3
6023,23,Softwarový vývoj,3,Software Engineering,4
6159,19,Business Management,1,Lidské zdroje,4
7333,27,Business Management,3,Obchodní právo,1
1930,24,Business Management,3,Lidské zdroje,3
6855,29,Softwarový vývoj,1,Umělá inteligence,2
2818,23,Softwarový vývoj,1,Anglický jazyk,4
6524,21,Softwarový vývoj,1,Cloud Computing,2
5963,27,Business Management,1,Marketing,4
2032,30,Business Management,1,Veřejné finance,5
1351,19,Business Management,1,Anglický jazyk,5
6823,21,Business Management,3,Anglický jazyk,5
9527,29,Business Management,1,Finance,3
2082,19,Softwarový vývoj,3,Databáze,2
1095,19,Business Management,3,Účetnictví,1
9046,20,Softwarový vývoj,1,Bezpečnost softwaru,2
2949,20,Business Management,1,Mezinárodní obchod,2
1642,23,Business Management,2,Management,1
5501,18,Softwarový vývoj,3,Algoritmy,1
6812,18,Softwarový vývoj,3,Databáze,2
1218,18,Softwarový vývoj,3,Algoritmy,3
2129,23,Business Management,3,Anglický jazyk,5
5458,22,Softwarový vývoj,2,Programování,2
8566,25,Business Management,1,Anglický jazyk,1
9765,19,Softwarový vývoj,3,Systémová architektura,3
5682,21,Business Management,3,Finance,1
4871,23,Softwarový vývoj,2,Bezpečnost softwaru,1
9666,18,Business Management,2,Veřejné finance,3
8786,24,Business Management,3,Inovace v podnikání,1
2081,19,Business Management,1,Strategické řízení,5
6778,21,Business Management,3,Inovace v podnikání,5
5457,21,Business Management,3,Lidské zdroje,1
2585,18,Business Management,2,Projektový management,2
6937,18,Business Management,3,Anglický jazyk,4
6168,25,Business Management,3,Veřejné finance,5
2545,29,Business Management,2,Obchodní právo,1
7413,20,Business Management,2,Management,2
3151,20,Business Management,2,Lidské zdroje,5
1763,30,Business Management,3,Marketing,1
4048,20,Business Management,2,Lidské zdroje,2
9724,22,Business Management,1,Marketing,1
7245,19,Softwarový vývoj,3,Programování,5
3092,26,Softwarový vývoj,1,Matematika,5
1648,25,Softwarový vývoj,2,Software Engineering,4
7379,29,Business Management,2,Finance,4
1589,29,Softwarový vývoj,2,Matematika,5
6987,28,Softwarový vývoj,3,UI/UX Design,1
6943,24,Business Management,2,Management,4
6265,27,Business Management,2,Management,1
7195,28,Softwarový vývoj,1,Algoritmy,1
7663,27,Business Management,1,Mezinárodní obchod,2
5146,21,Softwarový vývoj,1,Cloud Computing,1
1741,27,Business Management,1,Anglický jazyk,2
1402,30,Business Management,3,Anglický jazyk,2
9959,28,Business Management,2,Podniková etika,4
9758,19,Business Management,1,Finance,2
9525,18,Softwarový vývoj,2,Data Science,3
4465,26,Softwarový vývoj,3,Matematika,4
5708,28,Softwarový vývoj,3,Cloud Computing,5
7143,28,Softwarový vývoj,3,Systémová architektura,5
6090,30,Business Management,3,Veřejné finance,2
9102,29,Softwarový vývoj,1,UI/UX Design,5
9641,24,Business Management,2,Veřejné finance,5
7896,20,Business Management,1,Strategické řízení,5
5940,23,Softwarový vývoj,1,Matematika,1
6242,23,Business Management,3,Obchodní právo,3
3149,22,Business Management,1,Mezinárodní obchod,3
3796,22,Business Management,2,Marketing,2
1113,25,Business Management,2,Podniková etika,3
4277,22,Softwarový vývoj,1,Operační systémy,5
2789,24,Softwarový vývoj,1,Web Development,1
3434,22,Softwarový vývoj,1,Bezpečnost softwaru,2
4124,22,Business Management,2,Anglický jazyk,3
6352,26,Business Management,1,Mezinárodní obchod,1
5920,23,Business Management,1,Marketing,3
2059,29,Softwarový vývoj,3,Software Engineering,2
4397,21,Business Management,1,Inovace v podnikání,2
1651,25,Business Management,2,Finance,5
8893,18,Softwarový vývoj,2,Software Engineering,3
4922,22,Business Management,1,Management,2
4371,27,Softwarový vývoj,2,Software Engineering,2
8606,25,Softwarový vývoj,1,Operační systémy,3
9639,21,Business Management,3,Mezinárodní obchod,3
8771,19,Softwarový vývoj,3,Umělá inteligence,3
8008,19,Softwarový vývoj,2,Web Development,5
9087,27,Business Management,1,Podniková etika,2
9448,27,Softwarový vývoj,1,Data Science,2
6003,27,Softwarový vývoj,2,UI/UX Design,1
5986,19,Softwarový vývoj,3,Matematika,3
3903,27,Softwarový vývoj,1,UI/UX Design,1
9908,26,Softwarový vývoj,3,Matematika,1
8327,21,Business Management,3,Matematika,2
3049,28,Softwarový vývoj,2,Programování,5
8046,24,Softwarový vývoj,2,Systémová architektura,2
1671,20,Business Management,1,Podniková etika,1
5489,30,Softwarový vývoj,3,Data Science,3
3376,21,Softwarový vývoj,3,Web Development,3
3221,22,Softwarový vývoj,1,Umělá inteligence,4
7113,20,Business Management,2,Veřejné finance,5
3781,22,Business Management,2,Obchodní právo,1
6697,24,Softwarový vývoj,1,Bezpečnost softwaru,2
4131,23,Business Management,2,Finance,5
7530,20,Softwarový vývoj,2,Umělá inteligence,2
8336,22,Softwarový vývoj,2,Matematika,5
4166,21,Business Management,1,Marketing,5
4000,30,Business Management,2,Obchodní právo,1
1814,25,Business Management,2,Obchodní právo,4
1930,27,Business Management,3,Marketing,4
4756,28,Business Management,1,Lidské zdroje,4
4413,21,Softwarový vývoj,1,Cloud Computing,5
3812,20,Business Management,3,Veřejné finance,4
1300,27,Softwarový vývoj,2,Programování,4
2954,24,Softwarový vývoj,2,Anglický jazyk,4
4085,28,Softwarový vývoj,3,Operační systémy,2
9610,19,Business Management,3,Účetnictví,2
4977,26,Softwarový vývoj,1,Systémová architektura,5
9065,21,Business Management,2,Účetnictví,1
3631,25,Business Management,3,Marketing,4
9246,26,Business Management,2,Management,4
7451,20,Softwarový vývoj,1,Web Development,5
8987,18,Business Management,1,Finance,3
9925,27,Softwarový vývoj,1,Cloud Computing,2
4500,21,Softwarový vývoj,1,Data Science,5
2547,19,Softwarový vývoj,1,Algoritmy,2
7291,21,Business Management,1,Strategické řízení,1
7533,29,Business Management,2,Veřejné finance,1
1580,30,Business Management,2,Finance,1
8946,19,Softwarový vývoj,3,UI/UX Design,5
6966,30,Business Management,3,Podniková etika,3
9163,26,Business Management,3,Management,1
3263,29,Business Management,3,Inovace v podnikání,5
8393,25,Softwarový vývoj,2,Algoritmy,3
3824,24,Business Management,3,Inovace v podnikání,1
9938,30,Business Management,2,Veřejné finance,4
2867,30,Softwarový vývoj,2,Web Development,5
9396,25,Business Management,3,Marketing,1
3340,25,Softwarový vývoj,2,Systémová architektura,1
6756,27,Business Management,3,Účetnictví,1
1386,29,Business Management,2,Anglický jazyk,3
2359,27,Softwarový vývoj,2,Algoritmy,2
2782,28,Softwarový vývoj,3,Software Engineering,5
6704,27,Softwarový vývoj,1,Operační systémy,3
7541,24,Business Management,2,Finance,3
6185,25,Business Management,1,Obchodní právo,2
2842,24,Business Management,1,Lidské zdroje,4
6777,26,Softwarový vývoj,2,Databáze,4
4908,24,Business Management,3,Matematika,2
7045,22,Softwarový vývoj,3,Algoritmy,3
5246,26,Softwarový vývoj,2,UI/UX Design,3
6027,21,Business Management,1,Strategické řízení,3
2893,24,Business Management,2,Projektový management,1
3777,30,Softwarový vývoj,1,Data Science,4
8523,20,Business Management,1,Inovace v podnikání,5
1925,26,Softwarový vývoj,3,Operační systémy,4
1215,26,Softwarový vývoj,2,Software Engineering,4
4527,22,Softwarový vývoj,1,Algoritmy,4
4572,23,Softwarový vývoj,3,Anglický jazyk,5
5998,24,Business Management,2,Management,3
7635,26,Softwarový vývoj,2,Anglický jazyk,1
7212,26,Business Management,3,Marketing,2
5900,27,Business Management,3,Lidské zdroje,2
6351,25,Softwarový vývoj,3,Anglický jazyk,1
8044,23,Softwarový vývoj,1,Programování,3
6807,19,Business Management,3,Marketing,3
2061,21,Business Management,3,Veřejné finance,3
2015,25,Business Management,2,Lidské zdroje,3
5971,23,Softwarový vývoj,3,Web Development,1
8724,25,Softwarový vývoj,1,Databáze,3
8856,18,Business Management,3,Matematika,3
4780,19,Softwarový vývoj,2,Matematika,4
6138,21,Softwarový vývoj,2,Operační systémy,4
6272,20,Business Management,1,Inovace v podnikání,1
5740,22,Softwarový vývoj,1,Programování,1
2013,22,Softwarový vývoj,3,Systémová architektura,2
9610,18,Business Management,1,Marketing,1
7351,29,Softwarový vývoj,3,Systémová architektura,2
7887,26,Softwarový vývoj,1,Matematika,3
5745,30,Softwarový vývoj,1,Programování,3
4002,25,Softwarový vývoj,1,Systémová architektura,1
9546,21,Softwarový vývoj,3,Web Development,2
3550,24,Softwarový vývoj,3,Data Science,5
6783,21,Business Management,3,Management,3
8028,26,Business Management,2,Finance,5
4643,28,Business Management,1,Mezinárodní obchod,2
4516,30,Business Management,2,Mezinárodní obchod,5
5037,26,Softwarový vývoj,3,UI/UX Design,4
5900,24,Softwarový vývoj,2,Anglický jazyk,5
5360,26,Softwarový vývoj,1,Data Science,4
6109,22,Business Management,3,Obchodní právo,4
7668,24,Business Management,1,Management,3
4800,30,Softwarový vývoj,1,Systémová architektura,1
8894,20,Business Management,2,Marketing,4
1563,23,Business Management,2,Management,3
3646,28,Softwarový vývoj,2,Web Development,3
5871,19,Softwarový vývoj,1,Umělá inteligence,5
4630,27,Softwarový vývoj,3,Bezpečnost softwaru,2
5050,22,Business Management,1,Anglický jazyk,3
1417,26,Business Management,3,Obchodní právo,1
1345,26,Business Management,3,Management,3
2618,27,Business Management,3,Strategické řízení,4
1188,20,Softwarový vývoj,2,Operační systémy,3
7664,30,Business Management,3,Veřejné finance,1
5290,30,Business Management,3,Anglický jazyk,1
9744,28,Softwarový vývoj,3,Bezpečnost softwaru,2
3426,26,Softwarový vývoj,3,Anglický jazyk,4
3035,21,Business Management,2,Inovace v podnikání,2
1646,24,Business Management,2,Management,2
2488,18,Softwarový vývoj,2,Umělá inteligence,2
2965,27,Business Management,1,Inovace v podnikání,1
9479,27,Business Management,3,Management,1
3525,18,Business Management,3,Lidské zdroje,1
8834,29,Business Management,1,Projektový management,5
4748,27,Business Management,2,Veřejné finance,1
1876,26,Business Management,3,Veřejné finance,1
3758,21,Softwarový vývoj,1,Systémová architektura,4
2715,29,Business Management,3,Projektový management,4
6047,29,Business Management,1,Mezinárodní obchod,2
6663,25,Softwarový vývoj,2,Databáze,3
5578,26,Business Management,1,Projektový management,4
1217,21,Softwarový vývoj,2,Cloud Computing,2
5708,29,Softwarový vývoj,1,Programování,3
1724,22,Softwarový vývoj,1,Software Engineering,2
2648,25,Softwarový vývoj,1,Software Engineering,5
2820,27,Business Management,1,Lidské zdroje,4
5778,23,Softwarový vývoj,2,Operační systémy,2
4080,22,Softwarový vývoj,3,Cloud Computing,2
7636,21,Softwarový vývoj,1,Matematika,2
9890,26,Softwarový vývoj,2,Software Engineering,2
9798,30,Softwarový vývoj,3,Web Development,5
5131,28,Business Management,1,Marketing,3
7499,26,Softwarový vývoj,3,Data Science,2
6038,27,Softwarový vývoj,3,Data Science,3
9629,27,Business Management,1,Účetnictví,2
1582,29,Business Management,3,Obchodní právo,3
9666,24,Business Management,3,Anglický jazyk,5
1899,27,Business Management,3,Strategické řízení,5
8752,20,Softwarový vývoj,3,Software Engineering,1
9884,18,Business Management,2,Matematika,1
4571,26,Softwarový vývoj,2,Programování,3
2740,19,Softwarový vývoj,1,Anglický jazyk,4
3231,20,Business Management,3,Marketing,1
2589,24,Business Management,2,Matematika,4
9127,30,Softwarový vývoj,2,Software Engineering,2
4956,18,Softwarový vývoj,1,Operační systémy,5
4869,19,Softwarový vývoj,3,Operační systémy,1
2052,27,Business Management,1,Matematika,3
7608,22,Business Management,2,Projektový management,1
4281,20,Business Management,3,Veřejné finance,3
6981,27,Softwarový vývoj,2,Umělá inteligence,4
8801,25,Softwarový vývoj,3,Web Development,5
3483,22,Softwarový vývoj,1,Bezpečnost softwaru,1
1071,22,Softwarový vývoj,3,Bezpečnost softwaru,1
2843,27,Softwarový vývoj,2,Systémová architektura,5
7666,28,Business Management,1,Mezinárodní obchod,2
6400,29,Softwarový vývoj,2,Software Engineering,3
9111,27,Softwarový vývoj,2,Databáze,4
4940,29,Business Management,3,Mezinárodní obchod,1
1861,23,Softwarový vývoj,2,UI/UX Design,1
4785,30,Softwarový vývoj,3,UI/UX Design,1
6916,26,Softwarový vývoj,1,Systémová architektura,3
1759,21,Business Management,2,Management,1
7576,23,Softwarový vývoj,3,Databáze,4
2069,26,Business Management,3,Mezinárodní obchod,4
2448,24,Softwarový vývoj,1,Data Science,2
7358,21,Softwarový vývoj,2,Anglický jazyk,4
3556,20,Business Management,1,Matematika,1
9149,27,Business Management,3,Podniková etika,2
6753,24,Softwarový vývoj,3,Anglický jazyk,2
9846,21,Business Management,3,Obchodní právo,1
6861,22,Softwarový vývoj,1,Data Science,3
5424,19,Business Management,2,Inovace v podnikání,1
6038,27,Business Management,3,Obchodní právo,1
3642,28,Business Management,2,Veřejné finance,1
9792,29,Business Management,1,Podniková etika,2
8812,18,Softwarový vývoj,3,Programování,2
6347,19,Softwarový vývoj,1,Matematika,4
7990,27,Business Management,2,Obchodní právo,1
5009,25,Softwarový vývoj,2,Bezpečnost softwaru,2
5891,23,Softwarový vývoj,2,Databáze,2
8856,18,Softwarový vývoj,2,Algoritmy,3
1068,27,Softwarový vývoj,2,Systémová architektura,1
8384,28,Softwarový vývoj,3,Algoritmy,4
2225,21,Softwarový vývoj,3,Bezpečnost softwaru,5
1751,23,Business Management,1,Marketing,2
7082,27,Business Management,3,Podniková etika,3
8041,21,Softwarový vývoj,3,Umělá inteligence,5
2776,19,Business Management,2,Lidské zdroje,5
9903,23,Business Management,3,Projektový management,4
8799,28,Business Management,1,Strategické řízení,2
3273,19,Business Management,2,Matematika,5
4867,22,Business Management,1,Podniková etika,5
7792,19,Business Management,1,Matematika,2
4942,25,Business Management,2,Podniková etika,3
7311,28,Business Management,1,Projektový management,4
9681,22,Business Management,2,Inovace v podnikání,5
3858,25,Softwarový vývoj,2,Web Development,2
6921,25,Business Management,2,Inovace v podnikání,3
4952,21,Business Management,2,Účetnictví,1
5043,26,Business Management,3,Management,1
5478,23,Business Management,2,Anglický jazyk,4
1325,23,Business Management,3,Marketing,4
5847,28,Business Management,2,Mezinárodní obchod,5
1685,24,Business Management,1,Projektový management,1
7709,29,Softwarový vývoj,3,Bezpečnost softwaru,5
3691,18,Softwarový vývoj,1,Algoritmy,5
1144,25,Business Management,2,Marketing,3
7089,28,Business Management,2,Lidské zdroje,3
9615,30,Business Management,1,Strategické řízení,5
7184,19,Business Management,1,Anglický jazyk,2
8540,29,Softwarový vývoj,1,Programování,4
3839,19,Softwarový vývoj,2,Algoritmy,3
8079,29,Business Management,3,Finance,2
2902,29,Softwarový vývoj,2,Bezpečnost softwaru,5
1004,27,Softwarový vývoj,3,Data Science,1
2321,28,Business Management,2,Matematika,1
1314,22,Softwarový vývoj,1,Anglický jazyk,1
3856,18,Business Management,3,Veřejné finance,1
2670,27,Softwarový vývoj,3,Programování,2
3214,22,Softwarový vývoj,2,Databáze,4
3402,28,Business Management,2,Matematika,1
9295,21,Business Management,2,Management,2
8102,23,Business Management,2,Projektový management,2
8410,23,Softwarový vývoj,1,Anglický jazyk,5
8067,29,Business Management,3,Management,1
4653,28,Softwarový vývoj,3,Data Science,1
3040,24,Business Management,3,Management,3
4408,19,Softwarový vývoj,2,Algoritmy,5
2733,29,Business Management,2,Účetnictví,1
6258,28,Softwarový vývoj,1,Web Development,5
8050,23,Business Management,3,Obchodní právo,5
9132,28,Business Management,1,Anglický jazyk,5
1758,24,Softwarový vývoj,3,Systémová architektura,1
2372,21,Softwarový vývoj,2,Bezpečnost softwaru,2
7351,24,Business Management,2,Podniková etika,3
1148,18,Softwarový vývoj,3,Databáze,3
6697,23,Business Management,1,Lidské zdroje,4
6023,27,Softwarový vývoj,3,Web Development,4
5217,29,Softwarový vývoj,1,Algoritmy,1
7590,26,Business Management,3,Projektový management,2
4794,29,Softwarový vývoj,2,Software Engineering,5
2711,25,Business Management,3,Inovace v podnikání,3
8296,30,Softwarový vývoj,3,Data Science,2
8503,20,Softwarový vývoj,2,Anglický jazyk,1
4005,29,Softwarový vývoj,3,Anglický jazyk,4
3796,25,Softwarový vývoj,3,Umělá inteligence,2
8458,29,Softwarový vývoj,1,Umělá inteligence,3
9293,19,Business Management,1,Mezinárodní obchod,5
5032,30,Business Management,1,Podniková etika,5
2075,18,Softwarový vývoj,1,Operační systémy,3
7783,19,Business Management,1,Projektový management,4
2627,22,Softwarový vývoj,2,Systémová architektura,5
5209,21,Softwarový vývoj,3,Bezpečnost softwaru,5
2936,29,Softwarový vývoj,2,Operační systémy,3
6837,29,Softwarový vývoj,3,UI/UX Design,3
3371,18,Business Management,1,Inovace v podnikání,3
2003,25,Business Management,3,Finance,1
3770,30,Business Management,3,Veřejné finance,5
2591,29,Business Management,1,Podniková etika,4
5977,19,Softwarový vývoj,1,Operační systémy,4
2338,22,Softwarový vývoj,3,Data Science,3
8414,20,Softwarový vývoj,2,Operační systémy,4
3460,29,Softwarový vývoj,2,Anglický jazyk,4
7935,30,Softwarový vývoj,1,Bezpečnost softwaru,1
7167,23,Business Management,3,Anglický jazyk,1
1776,27,Softwarový vývoj,3,Matematika,3
3250,26,Softwarový vývoj,3,Cloud Computing,5
3518,27,Business Management,2,Lidské zdroje,4
8752,26,Softwarový vývoj,3,Systémová architektura,4
9277,30,Softwarový vývoj,3,Programování,5
5437,23,Business Management,2,Finance,1
8611,22,Business Management,3,Management,3
3101,30,Business Management,1,Projektový management,1
6280,22,Softwarový vývoj,1,Programování,3
9323,27,Business Management,1,Strategické řízení,1
3988,29,Softwarový vývoj,3,Umělá inteligence,2
8401,26,Softwarový vývoj,1,Programování,1
4212,27,Softwarový vývoj,3,Data Science,4
4000,30,Softwarový vývoj,3,Anglický jazyk,1
4422,27,Business Management,2,Inovace v podnikání,4
5672,28,Softwarový vývoj,2,Programování,1
3625,19,Softwarový vývoj,3,Umělá inteligence,3
7284,27,Softwarový vývoj,1,UI/UX Design,3
3483,20,Softwarový vývoj,3,Databáze,3
9857,21,Softwarový vývoj,1,Bezpečnost softwaru,5
6120,22,Softwarový vývoj,2,Operační systémy,4
5819,18,Softwarový vývoj,1,Web Development,1
7265,27,Business Management,2,Podniková etika,5
5402,24,Business Management,3,Anglický jazyk,1
5812,20,Softwarový vývoj,3,Matematika,2
8798,20,Business Management,2,Finance,4
9805,30,Business Management,2,Projektový management,4
3024,21,Softwarový vývoj,1,Algoritmy,5
5788,22,Business Management,2,Matematika,2
9934,26,Softwarový vývoj,3,Bezpečnost softwaru,2
7126,22,Business Management,2,Matematika,1
9016,26,Softwarový vývoj,3,Bezpečnost softwaru,3
4327,28,Softwarový vývoj,3,Web Development,2
9998,22,Business Management,1,Finance,2
1012,26,Business Management,2,Matematika,3
5214,24,Softwarový vývoj,1,Databáze,3
4711,27,Softwarový vývoj,2,Software Engineering,1
7321,30,Softwarový vývoj,3,Programování,3
7669,27,Softwarový vývoj,2,Web Development,2
5545,27,Softwarový vývoj,1,Databáze,3
4199,27,Business Management,2,Anglický jazyk,3
1070,30,Softwarový vývoj,3,Web Development,3
1994,19,Business Management,3,Projektový management,2
6713,21,Business Management,3,Mezinárodní obchod,4
1524,20,Business Management,1,Finance,5
8401,22,Business Management,1,Finance,2
6074,23,Business Management,2,Podniková etika,5
1507,23,Business Management,1,Podniková etika,4
3263,25,Business Management,1,Podniková etika,3
8648,29,Softwarový vývoj,1,Anglický jazyk,2
7001,25,Softwarový vývoj,3,Web Development,4
7421,21,Softwarový vývoj,3,UI/UX Design,1
4232,30,Business Management,2,Projektový management,3
9263,20,Business Management,2,Finance,4
2378,26,Business Management,2,Anglický jazyk,4
2410,24,Softwarový vývoj,2,Data Science,4
7178,29,Softwarový vývoj,2,Databáze,1
8195,20,Softwarový vývoj,3,Bezpečnost softwaru,3
4966,20,Softwarový vývoj,1,Algoritmy,5
6544,25,Business Management,1,Obchodní právo,3
5025,21,Softwarový vývoj,2,Data Science,4
1075,23,Softwarový vývoj,1,Web Development,5
9501,22,Softwarový vývoj,1,Anglický jazyk,2
1755,23,Softwarový vývoj,1,Systémová architektura,3
9960,21,Softwarový vývoj,2,UI/UX Design,4
1456,21,Softwarový vývoj,1,Bezpečnost softwaru,2
8562,26,Business Management,3,Matematika,4
7900,24,Softwarový vývoj,2,Algoritmy,4
8860,22,Business Management,2,Strategické řízení,5
6290,22,Business Management,3,Anglický jazyk,4
7481,25,Softwarový vývoj,3,Anglický jazyk,3
6415,18,Business Management,2,Projektový management,3
3273,18,Business Management,2,Strategické řízení,3
7410,28,Business Management,1,Podniková etika,4
6980,24,Business Management,3,Podniková etika,5
3977,22,Softwarový vývoj,3,Anglický jazyk,5
9590,19,Business Management,1,Veřejné finance,1
1325,20,Softwarový vývoj,3,Bezpečnost softwaru,1
2638,28,Business Management,2,Obchodní právo,1
7631,19,Business Management,3,Finance,4
4102,28,Business Management,3,Inovace v podnikání,3
3610,28,Softwarový vývoj,1,Software Engineering,4
6566,18,Softwarový vývoj,1,Programování,1
3569,18,Business Management,3,Veřejné finance,4
8923,27,Softwarový vývoj,3,Web Development,5
6196,29,Softwarový vývoj,2,Software Engineering,4
3428,26,Business Management,2,Marketing,2
1728,28,Softwarový vývoj,2,Umělá inteligence,2
8752,20,Softwarový vývoj,2,Software Engineering,4
4602,20,Business Management,3,Lidské zdroje,4
3035,20,Business Management,2,Marketing,5
1884,18,Softwarový vývoj,1,Cloud Computing,5
6703,20,Softwarový vývoj,3,Anglický jazyk,2
5835,19,Business Management,3,Účetnictví,4
5617,19,Softwarový vývoj,3,Data Science,5
8259,20,Business Management,2,Podniková etika,1
4297,29,Softwarový vývoj,1,Anglický jazyk,2
6366,18,Softwarový vývoj,1,Matematika,3
5846,28,Softwarový vývoj,2,Anglický jazyk,5
3245,24,Softwarový vývoj,2,Systémová architektura,2
7573,18,Business Management,2,Obchodní právo,3
8256,19,Softwarový vývoj,1,Matematika,1
5939,26,Business Management,2,Matematika,5
9214,30,Business Management,2,Inovace v podnikání,4
1904,23,Business Management,2,Strategické řízení,4
9137,20,Business Management,2,Anglický jazyk,5
9990,23,Softwarový vývoj,2,Databáze,1
2731,30,Business Management,3,Matematika,2
8232,20,Business Management,2,Podniková etika,5
6385,25,Business Management,1,Mezinárodní obchod,4
3070,21,Softwarový vývoj,2,Anglický jazyk,4
7326,20,Softwarový vývoj,3,Software Engineering,2
1193,21,Softwarový vývoj,3,Web Development,1
2518,27,Softwarový vývoj,1,Web Development,1
4354,26,Softwarový vývoj,2,Anglický jazyk,3
9620,24,Softwarový vývoj,2,Systémová architektura,4
7897,18,Business Management,2,Management,1
2832,22,Business Management,3,Obchodní právo,5
1572,30,Softwarový vývoj,2,Algoritmy,4
1252,24,Business Management,1,Inovace v podnikání,1
3392,29,Business Management,2,Veřejné finance,4
1391,22,Softwarový vývoj,1,Databáze,3
8693,28,Business Management,1,Veřejné finance,5
4731,20,Softwarový vývoj,3,Bezpečnost softwaru,1
2126,29,Softwarový vývoj,1,Web Development,3
1802,19,Softwarový vývoj,3,Matematika,5
6169,29,Business Management,2,Projektový management,5
6256,27,Business Management,2,Mezinárodní obchod,2
7844,29,Softwarový vývoj,1,Anglický jazyk,2
2390,25,Business Management,1,Lidské zdroje,4
4288,23,Softwarový vývoj,2,Databáze,5
