StudentID,Věk,Studijní Obor,Ročník,Předmět,Známka
8858,28,Business Management,2,Mezinárodní obchod,2
1863,23,Business Management,3,Inovace v podnikání,5
3790,23,Softwarový vývoj,3,Bezpečnost softwaru,3
8408,30,Business Management,3,Management,1
9755,28,Softwarový vývoj,3,Algoritmy,3
6116,19,Business Management,2,Management,1
7019,23,Softwarový vývoj,2,Systémová architektura,2
2757,22,Softwarový vývoj,1,Umělá inteligence,2
8574,28,Softwarový vývoj,1,Algoritmy,1
7374,23,Business Management,2,Projektový management,2
7892,21,Softwarový vývoj,1,Systémová architektura,3
2678,18,Business Management,2,Lidské zdroje,4
4242,26,Business Management,1,Lidské zdroje,4
5636,20,Softwarový vývoj,1,Operační systémy,1
2059,18,Softwarový vývoj,1,Algoritmy,3
7668,21,Business Management,1,Marketing,3
4157,24,Business Management,2,Veřejné finance,4
6915,21,Softwarový vývoj,1,Databáze,1
3693,28,Softwarový vývoj,2,Operační systémy,3
4627,21,Business Management,1,Finance,1
6450,26,Softwarový vývoj,1,Bezpečnost softwaru,1
2663,28,Softwarový vývoj,1,Cloud Computing,5
6592,23,Business Management,2,Projektový management,4
8392,26,Business Management,3,Podniková etika,1
2306,29,Softwarový vývoj,2,Software Engineering,2
7776,29,Softwarový vývoj,3,Systémová architektura,3
6864,30,Softwarový vývoj,3,Matematika,5
8526,19,Business Management,2,Veřejné finance,3
9901,24,Softwarový vývoj,1,Programování,1
6575,24,Business Management,1,Anglický jazyk,3
6530,25,Business Management,2,Účetnictví,5
5413,27,Business Management,3,Strategické řízení,5
4748,28,Softwarový vývoj,2,Algoritmy,5
1663,26,Softwarový vývoj,1,Cloud Computing,3
2998,25,Business Management,3,Strategické řízení,4
8994,19,Business Management,3,Podniková etika,3
2495,20,Business Management,3,Projektový management,3
4304,29,Business Management,2,Mezinárodní obchod,4
4763,19,Business Management,2,Mezinárodní obchod,5
6232,18,Business Management,3,Lidské zdroje,1
2853,30,Business Management,1,Účetnictví,5
7585,24,Business Management,3,Obchodní právo,2
2291,25,Softwarový vývoj,1,UI/UX Design,2
4581,22,Softwarový vývoj,2,Cloud Computing,3
8554,27,Business Management,2,Inovace v podnikání,4
8280,30,Softwarový vývoj,1,Web Development,3
2636,28,Business Management,1,Anglický jazyk,1
4696,26,Softwarový vývoj,2,UI/UX Design,5
1698,21,Business Management,2,Matematika,4
5737,18,Softwarový vývoj,2,Software Engineering,2
1854,21,Business Management,2,Lidské zdroje,2
9164,22,Business Management,1,Veřejné finance,5
6855,28,Softwarový vývoj,3,Programování,5
8392,29,Softwarový vývoj,2,Algoritmy,3
7528,25,Softwarový vývoj,1,Systémová architektura,1
6249,22,Softwarový vývoj,2,Data Science,2
6172,29,Business Management,3,Mezinárodní obchod,2
2707,27,Softwarový vývoj,1,Bezpečnost softwaru,5
6791,26,Business Management,2,Finance,1
6535,23,Business Management,3,Strategické řízení,5
5931,25,Business Management,1,Strategické řízení,2
4510,20,Softwarový vývoj,1,Programování,5
1202,30,Softwarový vývoj,3,Databáze,3
5218,20,Business Management,3,Inovace v podnikání,5
9958,26,Business Management,2,Finance,2
5389,23,Softwarový vývoj,2,Web Development,2
3327,21,Softwarový vývoj,3,Databáze,5
9004,25,Business Management,3,Účetnictví,1
3931,21,Softwarový vývoj,2,UI/UX Design,2
8777,28,Business Management,3,Projektový management,4
1197,21,Softwarový vývoj,1,Systémová architektura,5
8125,29,Business Management,3,Anglický jazyk,2
2930,24,Softwarový vývoj,3,Operační systémy,4
7287,24,Softwarový vývoj,3,UI/UX Design,5
9800,29,Softwarový vývoj,2,Programování,1
5282,25,Business Management,1,Management,3
3511,27,Business Management,1,Matematika,3
1659,24,Softwarový vývoj,3,Web Development,2
3811,30,Business Management,2,Anglický jazyk,3
8098,25,Softwarový vývoj,2,UI/UX Design,1
7546,30,Softwarový vývoj,3,Operační systémy,4
2986,25,Business Management,3,Strategické řízení,5
9338,24,Softwarový vývoj,2,Umělá inteligence,1
3911,18,Softwarový vývoj,2,Operační systémy,5
2734,21,Business Management,1,Matematika,2
2843,20,Softwarový vývoj,3,Programování,2
9680,29,Business Management,2,Obchodní právo,2
3976,26,Business Management,2,Inovace v podnikání,2
2959,29,Business Management,1,Marketing,2
6759,27,Softwarový vývoj,1,Systémová architektura,1
7694,25,Softwarový vývoj,3,Systémová architektura,4
3385,26,Softwarový vývoj,1,Data Science,4
5736,22,Softwarový vývoj,3,Anglický jazyk,1
2802,22,Softwarový vývoj,1,Programování,5
9155,27,Softwarový vývoj,3,Data Science,5
9120,22,Softwarový vývoj,3,Umělá inteligence,5
7616,19,Softwarový vývoj,3,Umělá inteligence,4
6534,30,Business Management,2,Marketing,5
5061,24,Business Management,3,Lidské zdroje,4
1262,25,Softwarový vývoj,2,Umělá inteligence,5
7287,22,Business Management,1,Matematika,4
9815,25,Business Management,2,Lidské zdroje,5
3049,23,Softwarový vývoj,2,Databáze,3
6423,21,Business Management,2,Lidské zdroje,3
5548,24,Business Management,1,Marketing,5
4108,25,Business Management,3,Strategické řízení,1
8158,26,Business Management,3,Obchodní právo,4
8400,22,Business Management,1,Marketing,3
4170,26,Business Management,3,Podniková etika,2
3255,25,Business Management,3,Management,4
2154,18,Business Management,3,Projektový management,5
5499,25,Business Management,3,Inovace v podnikání,4
7295,25,Business Management,1,Finance,1
7197,30,Business Management,3,Mezinárodní obchod,3
2648,24,Business Management,3,Mezinárodní obchod,4
6539,18,Softwarový vývoj,2,Software Engineering,1
5199,23,Business Management,2,Lidské zdroje,4
9445,19,Softwarový vývoj,3,Web Development,4
3557,23,Softwarový vývoj,2,Algoritmy,2
6592,28,Business Management,3,Mezinárodní obchod,5
1098,19,Business Management,3,Projektový management,4
3200,30,Business Management,2,Projektový management,4
3961,19,Softwarový vývoj,3,Web Development,2
5973,24,Softwarový vývoj,2,Cloud Computing,4
5433,28,Softwarový vývoj,1,Matematika,4
3869,27,Business Management,2,Lidské zdroje,1
1956,18,Softwarový vývoj,1,Anglický jazyk,1
9352,22,Business Management,2,Mezinárodní obchod,1
6699,18,Business Management,1,Obchodní právo,2
7944,26,Softwarový vývoj,3,Programování,4
5493,22,Business Management,3,Finance,1
5911,22,Business Management,2,Management,4
4987,21,Softwarový vývoj,3,Operační systémy,3
7015,20,Business Management,2,Obchodní právo,1
2218,25,Business Management,3,Mezinárodní obchod,2
5496,24,Business Management,3,Podniková etika,2
5735,26,Softwarový vývoj,3,Databáze,4
5555,23,Business Management,3,Veřejné finance,1
9050,18,Business Management,2,Účetnictví,1
4446,22,Softwarový vývoj,3,Umělá inteligence,2
2045,22,Business Management,2,Marketing,3
7893,24,Business Management,1,Projektový management,3
2693,27,Softwarový vývoj,3,Cloud Computing,1
4436,18,Business Management,3,Anglický jazyk,1
9754,18,Business Management,1,Finance,5
6895,30,Business Management,2,Management,2
4354,23,Softwarový vývoj,2,Data Science,1
1225,23,Softwarový vývoj,2,Operační systémy,2
5893,26,Softwarový vývoj,2,Bezpečnost softwaru,1
8022,20,Softwarový vývoj,3,Web Development,4
6600,29,Business Management,1,Inovace v podnikání,4
8996,22,Softwarový vývoj,1,Software Engineering,4
8683,22,Softwarový vývoj,1,Anglický jazyk,4
5642,18,Business Management,1,Management,2
8679,23,Business Management,1,Obchodní právo,3
9208,21,Business Management,3,Inovace v podnikání,4
8339,29,Business Management,3,Účetnictví,5
3205,23,Business Management,2,Účetnictví,3
2069,30,Business Management,3,Projektový management,4
4444,30,Business Management,2,Anglický jazyk,3
2060,25,Softwarový vývoj,3,Databáze,5
3327,25,Softwarový vývoj,3,Databáze,2
4420,30,Business Management,1,Matematika,1
1301,20,Business Management,2,Marketing,4
1606,26,Business Management,2,Matematika,5
4170,28,Softwarový vývoj,2,Programování,1
1699,30,Softwarový vývoj,2,Programování,3
6088,21,Business Management,2,Lidské zdroje,5
1190,18,Business Management,3,Mezinárodní obchod,3
1980,26,Business Management,1,Finance,1
3975,30,Business Management,3,Veřejné finance,2
7102,22,Business Management,3,Management,1
2184,30,Business Management,3,Anglický jazyk,2
4327,25,Softwarový vývoj,1,Operační systémy,1
4394,30,Business Management,2,Anglický jazyk,5
9319,24,Softwarový vývoj,1,Software Engineering,5
2816,22,Business Management,2,Projektový management,5
6854,25,Softwarový vývoj,2,Data Science,5
7709,30,Softwarový vývoj,1,Databáze,4
1569,18,Business Management,1,Veřejné finance,3
6442,28,Business Management,2,Marketing,2
2895,21,Softwarový vývoj,3,Web Development,2
3733,22,Softwarový vývoj,2,Algoritmy,1
4863,21,Softwarový vývoj,1,Umělá inteligence,3
8455,23,Business Management,1,Matematika,1
5014,26,Business Management,3,Projektový management,2
2686,29,Softwarový vývoj,3,Umělá inteligence,5
4009,18,Softwarový vývoj,2,Programování,4
8806,27,Softwarový vývoj,2,Matematika,3
1154,28,Business Management,2,Inovace v podnikání,3
2409,19,Business Management,2,Anglický jazyk,5
1784,18,Softwarový vývoj,2,Umělá inteligence,5
9096,24,Business Management,2,Podniková etika,5
8560,19,Business Management,3,Mezinárodní obchod,4
8343,26,Business Management,2,Projektový management,5
8206,25,Business Management,3,Podniková etika,3
6596,27,Softwarový vývoj,1,Databáze,3
6801,18,Softwarový vývoj,3,Cloud Computing,2
3806,20,Business Management,2,Účetnictví,3
1537,23,Business Management,3,Management,5
6986,28,Softwarový vývoj,2,Data Science,3
2841,20,Business Management,3,Matematika,5
9716,26,Business Management,3,Inovace v podnikání,3
7971,29,Business Management,2,Strategické řízení,1
6625,27,Softwarový vývoj,3,Programování,4
3950,27,Business Management,2,Inovace v podnikání,3
8992,19,Softwarový vývoj,2,UI/UX Design,4
5780,23,Business Management,1,Lidské zdroje,5
3368,19,Business Management,2,Anglický jazyk,5
7655,20,Softwarový vývoj,1,UI/UX Design,2
9173,29,Softwarový vývoj,1,Systémová architektura,2
5495,27,Business Management,3,Marketing,1
7002,29,Business Management,1,Projektový management,2
7614,26,Softwarový vývoj,1,Anglický jazyk,3
6919,26,Business Management,2,Projektový management,4
1853,19,Business Management,1,Anglický jazyk,5
5146,30,Business Management,3,Mezinárodní obchod,3
4769,25,Softwarový vývoj,3,Software Engineering,5
1574,20,Business Management,3,Mezinárodní obchod,4
2148,19,Softwarový vývoj,3,Cloud Computing,1
7293,28,Business Management,3,Management,4
7457,27,Softwarový vývoj,1,UI/UX Design,2
8509,25,Softwarový vývoj,1,Programování,3
5777,20,Softwarový vývoj,2,Operační systémy,4
4854,30,Softwarový vývoj,3,Algoritmy,3
3491,25,Business Management,3,Matematika,2
4124,30,Softwarový vývoj,1,Algoritmy,1
6691,23,Business Management,1,Veřejné finance,3
4051,18,Business Management,2,Matematika,2
1004,19,Softwarový vývoj,3,Programování,5
6222,30,Business Management,3,Lidské zdroje,5
6315,30,Business Management,1,Lidské zdroje,4
5869,19,Softwarový vývoj,2,Anglický jazyk,2
1876,24,Business Management,2,Matematika,4
8027,23,Business Management,3,Anglický jazyk,3
5142,19,Business Management,2,Projektový management,2
7966,18,Business Management,1,Mezinárodní obchod,4
8079,22,Softwarový vývoj,2,Systémová architektura,3
8987,28,Softwarový vývoj,3,Software Engineering,1
7799,19,Softwarový vývoj,1,Operační systémy,4
5465,27,Softwarový vývoj,2,Matematika,5
1635,27,Business Management,3,Management,2
2693,23,Business Management,3,Management,1
5752,19,Softwarový vývoj,1,Software Engineering,5
9311,30,Softwarový vývoj,2,Anglický jazyk,2
1830,28,Softwarový vývoj,1,Bezpečnost softwaru,1
6177,26,Softwarový vývoj,2,Databáze,4
9932,29,Softwarový vývoj,1,Anglický jazyk,1
9308,30,Business Management,1,Marketing,5
6949,22,Softwarový vývoj,1,Data Science,3
3838,24,Softwarový vývoj,2,Anglický jazyk,2
2150,21,Business Management,3,Lidské zdroje,5
8560,29,Business Management,2,Lidské zdroje,4
2931,19,Softwarový vývoj,2,Cloud Computing,3
2664,20,Softwarový vývoj,1,Systémová architektura,1
2081,30,Business Management,2,Veřejné finance,2
1512,22,Softwarový vývoj,3,Databáze,3
8805,18,Softwarový vývoj,2,Matematika,4
6237,29,Softwarový vývoj,1,Cloud Computing,4
1559,21,Business Management,1,Účetnictví,1
4672,30,Softwarový vývoj,1,Matematika,4
8404,21,Business Management,1,Účetnictví,1
4343,19,Softwarový vývoj,2,Programování,1
5070,26,Business Management,2,Strategické řízení,5
1580,30,Softwarový vývoj,2,Matematika,4
8004,23,Softwarový vývoj,2,Data Science,1
9130,26,Business Management,2,Lidské zdroje,5
4147,23,Business Management,3,Inovace v podnikání,5
5249,19,Business Management,1,Účetnictví,1
2679,18,Business Management,2,Projektový management,2
4506,21,Business Management,2,Inovace v podnikání,5
8253,30,Business Management,3,Marketing,1
3744,18,Softwarový vývoj,3,Cloud Computing,1
6188,25,Softwarový vývoj,1,Programování,3
3141,28,Softwarový vývoj,3,Programování,2
7617,30,Softwarový vývoj,1,Umělá inteligence,3
3479,18,Softwarový vývoj,3,Programování,5
7484,22,Business Management,3,Marketing,3
8421,26,Softwarový vývoj,3,Programování,5
5452,18,Softwarový vývoj,2,Systémová architektura,2
6881,21,Business Management,3,Matematika,3
7665,25,Softwarový vývoj,2,Umělá inteligence,2
3849,25,Softwarový vývoj,1,Web Development,4
8390,18,Softwarový vývoj,3,Anglický jazyk,1
7905,25,Business Management,2,Management,5
3489,28,Softwarový vývoj,1,Umělá inteligence,3
5611,29,Softwarový vývoj,1,Operační systémy,3
3839,20,Business Management,2,Mezinárodní obchod,5
9527,28,Business Management,1,Anglický jazyk,1
6878,24,Softwarový vývoj,2,Software Engineering,5
7303,27,Business Management,3,Účetnictví,1
1851,28,Business Management,1,Finance,5
2687,18,Softwarový vývoj,2,Data Science,4
7833,22,Business Management,2,Strategické řízení,3
3427,21,Business Management,1,Strategické řízení,4
5000,21,Softwarový vývoj,2,Software Engineering,5
6052,29,Business Management,3,Inovace v podnikání,4
3738,22,Softwarový vývoj,3,Cloud Computing,3
6732,20,Business Management,2,Veřejné finance,1
6387,24,Business Management,2,Finance,1
9002,19,Business Management,1,Lidské zdroje,3
6536,18,Softwarový vývoj,3,Anglický jazyk,5
4913,23,Softwarový vývoj,3,Matematika,1
2066,29,Business Management,2,Management,1
8723,18,Business Management,2,Inovace v podnikání,5
5380,28,Business Management,2,Anglický jazyk,3
5107,24,Softwarový vývoj,2,Software Engineering,1
6726,25,Softwarový vývoj,1,Programování,5
4373,19,Business Management,2,Mezinárodní obchod,1
9945,21,Business Management,2,Veřejné finance,2
3082,24,Softwarový vývoj,3,Software Engineering,2
9967,28,Business Management,2,Strategické řízení,4
7748,23,Softwarový vývoj,3,Web Development,1
1417,19,Softwarový vývoj,2,Software Engineering,4
9306,21,Softwarový vývoj,1,UI/UX Design,4
9808,20,Softwarový vývoj,3,Data Science,4
4974,26,Business Management,2,Marketing,1
4267,23,Softwarový vývoj,2,Bezpečnost softwaru,4
1825,30,Softwarový vývoj,2,Operační systémy,4
8668,29,Softwarový vývoj,2,Anglický jazyk,1
6745,19,Softwarový vývoj,3,Systémová architektura,3
1412,19,Business Management,2,Obchodní právo,3
8543,30,Business Management,2,Finance,4
8587,30,Softwarový vývoj,2,Anglický jazyk,2
1728,20,Softwarový vývoj,3,Software Engineering,4
8164,22,Softwarový vývoj,1,Databáze,3
9867,29,Softwarový vývoj,1,Web Development,3
6988,23,Business Management,2,Obchodní právo,3
3504,22,Business Management,2,Podniková etika,2
3967,29,Business Management,1,Marketing,5
3786,18,Softwarový vývoj,1,Operační systémy,1
2122,30,Softwarový vývoj,1,Databáze,3
5079,18,Business Management,1,Management,1
2571,24,Business Management,3,Podniková etika,3
6073,27,Business Management,2,Projektový management,1
6104,24,Softwarový vývoj,1,Software Engineering,2
3143,30,Business Management,3,Podniková etika,2
7806,27,Softwarový vývoj,3,UI/UX Design,3
8357,23,Softwarový vývoj,3,Systémová architektura,5
4440,26,Softwarový vývoj,1,Web Development,4
4766,19,Softwarový vývoj,3,Bezpečnost softwaru,4
6644,18,Business Management,2,Finance,5
3914,28,Softwarový vývoj,2,Web Development,1
5968,23,Business Management,3,Inovace v podnikání,2
6917,23,Softwarový vývoj,1,Data Science,2
9787,26,Business Management,1,Management,5
1728,28,Business Management,1,Obchodní právo,3
2365,27,Business Management,2,Matematika,1
5492,18,Business Management,3,Matematika,2
1698,28,Business Management,2,Mezinárodní obchod,4
8186,18,Business Management,2,Strategické řízení,5
1395,29,Business Management,3,Matematika,2
8400,29,Business Management,1,Management,2
9082,27,Softwarový vývoj,1,Algoritmy,2
5171,29,Business Management,2,Finance,5
5360,23,Business Management,1,Inovace v podnikání,2
3502,22,Business Management,1,Matematika,2
1717,28,Business Management,2,Mezinárodní obchod,2
3782,23,Business Management,3,Anglický jazyk,2
5946,23,Softwarový vývoj,1,Umělá inteligence,4
6486,30,Softwarový vývoj,2,Matematika,5
9335,21,Business Management,3,Účetnictví,5
5980,27,Business Management,1,Podniková etika,1
8266,25,Business Management,1,Mezinárodní obchod,5
5491,22,Softwarový vývoj,3,Umělá inteligence,3
8192,23,Business Management,1,Inovace v podnikání,4
6588,19,Softwarový vývoj,3,Software Engineering,1
8651,18,Softwarový vývoj,3,Anglický jazyk,5
4636,25,Softwarový vývoj,3,Umělá inteligence,5
2167,23,Softwarový vývoj,2,Systémová architektura,2
2062,30,Softwarový vývoj,2,Programování,2
3156,26,Business Management,2,Účetnictví,2
8860,22,Softwarový vývoj,3,Programování,2
6161,25,Business Management,1,Účetnictví,4
6305,24,Softwarový vývoj,3,Anglický jazyk,3
7541,28,Softwarový vývoj,2,Umělá inteligence,2
5729,27,Business Management,3,Inovace v podnikání,3
8330,18,Business Management,3,Finance,5
6334,24,Softwarový vývoj,3,Matematika,4
9924,21,Business Management,3,Obchodní právo,1
5330,30,Softwarový vývoj,3,Operační systémy,1
9010,23,Softwarový vývoj,3,Systémová architektura,4
7801,26,Softwarový vývoj,3,Systémová architektura,1
5846,30,Softwarový vývoj,3,Anglický jazyk,2
7731,30,Business Management,1,Veřejné finance,2
8241,30,Softwarový vývoj,2,Software Engineering,5
1953,26,Softwarový vývoj,1,Databáze,3
3539,26,Business Management,3,Lidské zdroje,5
8056,22,Softwarový vývoj,2,Web Development,1
2542,21,Softwarový vývoj,2,Software Engineering,2
6293,23,Softwarový vývoj,1,Matematika,2
2191,27,Business Management,2,Podniková etika,1
7313,22,Softwarový vývoj,3,Matematika,2
7938,29,Softwarový vývoj,2,Cloud Computing,4
3681,27,Business Management,1,Marketing,4
2540,22,Softwarový vývoj,1,Matematika,5
7172,25,Business Management,1,Strategické řízení,1
6541,27,Softwarový vývoj,1,Programování,1
2365,22,Softwarový vývoj,3,UI/UX Design,1
9691,18,Softwarový vývoj,1,Programování,1
9702,22,Softwarový vývoj,3,Databáze,4
8494,30,Business Management,2,Anglický jazyk,4
5312,22,Softwarový vývoj,1,Matematika,3
2324,22,Softwarový vývoj,2,Data Science,3
4141,29,Softwarový vývoj,3,Systémová architektura,5
8419,20,Business Management,1,Marketing,5
4486,29,Softwarový vývoj,1,Matematika,2
2810,29,Business Management,1,Veřejné finance,3
7588,26,Softwarový vývoj,3,Systémová architektura,4
3923,22,Softwarový vývoj,1,UI/UX Design,4
6301,29,Softwarový vývoj,1,Cloud Computing,4
5186,19,Softwarový vývoj,1,Programování,2
9905,22,Business Management,2,Marketing,1
6977,26,Business Management,3,Management,3
5268,25,Softwarový vývoj,1,UI/UX Design,3
5748,23,Softwarový vývoj,3,Programování,3
5849,26,Business Management,3,Strategické řízení,4
4709,24,Business Management,1,Anglický jazyk,4
7619,19,Softwarový vývoj,1,Programování,4
9647,18,Business Management,1,Projektový management,2
4072,30,Softwarový vývoj,2,Algoritmy,5
7530,20,Business Management,3,Inovace v podnikání,4
1504,28,Business Management,3,Projektový management,3
2214,21,Softwarový vývoj,1,Anglický jazyk,2
2531,26,Business Management,2,Účetnictví,4
8576,22,Business Management,2,Mezinárodní obchod,3
1823,19,Business Management,1,Finance,5
1928,27,Business Management,2,Marketing,4
6029,22,Business Management,2,Mezinárodní obchod,3
1133,30,Softwarový vývoj,1,Anglický jazyk,2
3105,19,Softwarový vývoj,2,Algoritmy,4
4627,26,Softwarový vývoj,3,Bezpečnost softwaru,3
7316,23,Softwarový vývoj,3,UI/UX Design,3
2852,29,Business Management,3,Inovace v podnikání,3
5910,29,Business Management,2,Mezinárodní obchod,2
5175,29,Softwarový vývoj,1,Umělá inteligence,5
6348,22,Softwarový vývoj,1,Systémová architektura,5
7190,19,Softwarový vývoj,3,Data Science,4
2256,24,Business Management,2,Mezinárodní obchod,4
4376,24,Softwarový vývoj,2,Anglický jazyk,5
6645,19,Softwarový vývoj,3,Bezpečnost softwaru,3
4486,27,Softwarový vývoj,1,Matematika,3
4584,23,Business Management,2,Projektový management,2
9053,27,Business Management,3,Lidské zdroje,2
4330,27,Softwarový vývoj,1,Web Development,1
3703,20,Softwarový vývoj,2,Matematika,3
9662,25,Business Management,3,Lidské zdroje,1
9120,22,Softwarový vývoj,2,Web Development,4
8114,25,Softwarový vývoj,2,UI/UX Design,1
2353,24,Business Management,1,Anglický jazyk,5
6063,30,Softwarový vývoj,1,Bezpečnost softwaru,1
9549,28,Business Management,2,Management,5
8575,25,Business Management,1,Projektový management,2
1667,29,Business Management,3,Podniková etika,4
5468,18,Business Management,1,Anglický jazyk,3
7819,23,Softwarový vývoj,3,Databáze,1
4719,30,Business Management,3,Projektový management,4
3745,30,Softwarový vývoj,2,Databáze,3
8483,28,Business Management,1,Projektový management,1
1539,30,Softwarový vývoj,1,Programování,4
5964,30,Softwarový vývoj,3,Databáze,1
5835,29,Business Management,1,Anglický jazyk,3
4775,20,Softwarový vývoj,3,Data Science,4
7042,22,Business Management,2,Inovace v podnikání,2
8102,19,Softwarový vývoj,1,Anglický jazyk,5
8312,28,Business Management,2,Finance,2
6320,21,Business Management,2,Podniková etika,2
7132,23,Business Management,3,Strategické řízení,5
8891,18,Softwarový vývoj,1,Algoritmy,3
3779,30,Business Management,1,Management,5
1924,19,Softwarový vývoj,1,UI/UX Design,4
2581,19,Business Management,3,Projektový management,1
8714,26,Softwarový vývoj,2,Data Science,4
4324,28,Softwarový vývoj,3,Systémová architektura,2
6713,29,Softwarový vývoj,2,Operační systémy,1
8026,22,Business Management,3,Projektový management,3
1255,22,Business Management,1,Matematika,2
5804,23,Softwarový vývoj,3,Web Development,1
